userid,review,compound_score
5888,"Fantastic app, highly recommend!",0.7707
5891,"Too many crashes, needs urgent updates.",0.2023
5896,"Average app, could use more features.",0.0
5899,"Good experience overall, but UI can improve.",0.7003
5900,"Not satisfied with performance, too many bugs.",-0.3252
5903,"Fantastic app, highly recommend!",0.7707
5904,"Very useful app, helped me a lot.",0.4927
5911,"Too many crashes, needs urgent updates.",0.2023
5917,Great customer support and easy to use.,0.8658
5918,"Fantastic app, highly recommend!",0.7707
5920,Great customer support and easy to use.,0.8658
5921,"Average app, could use more features.",0.0
5924,"Not satisfied with performance, too many bugs.",-0.3252
5925,"Affordable and reliable, worth it.",0.2263
5930,"Excellent design, works smoothly.",0.5719
5936,Did not meet my expectations.,0.0
5938,Great customer support and easy to use.,0.8658
5945,"Not satisfied with performance, too many bugs.",-0.3252
5947,"Excellent design, works smoothly.",0.5719
5950,"Affordable and reliable, worth it.",0.2263
5951,"Affordable and reliable, worth it.",0.2263
5952,"Fantastic app, highly recommend!",0.7707
5960,"Good experience overall, but UI can improve.",0.7003
5961,"Affordable and reliable, worth it.",0.2263
5962,"Very useful app, helped me a lot.",0.4927
5963,"Too many crashes, needs urgent updates.",0.2023
5964,"Average app, could use more features.",0.0
5972,"Very useful app, helped me a lot.",0.4927
5974,"Too many crashes, needs urgent updates.",0.2023
5979,"Not satisfied with performance, too many bugs.",-0.3252
5980,"Too many crashes, needs urgent updates.",0.2023
5981,"Fantastic app, highly recommend!",0.7707
5985,"Affordable and reliable, worth it.",0.2263
5986,Great customer support and easy to use.,0.8658
5993,Did not meet my expectations.,0.0
6001,"Affordable and reliable, worth it.",0.2263
6002,"Good experience overall, but UI can improve.",0.7003
6006,Did not meet my expectations.,0.0
6007,"Average app, could use more features.",0.0
6014,"Not satisfied with performance, too many bugs.",-0.3252
6015,"Affordable and reliable, worth it.",0.2263
6018,Great customer support and easy to use.,0.8658
6023,"Good experience overall, but UI can improve.",0.7003
6024,"Average app, could use more features.",0.0
6025,"Too many crashes, needs urgent updates.",0.2023
6026,"Very useful app, helped me a lot.",0.4927
6027,Did not meet my expectations.,0.0
6029,"Too many crashes, needs urgent updates.",0.2023
6030,"Too many crashes, needs urgent updates.",0.2023
6032,"Very useful app, helped me a lot.",0.4927
6033,"Very useful app, helped me a lot.",0.4927
6035,Great customer support and easy to use.,0.8658
6038,"Very useful app, helped me a lot.",0.4927
6040,"Too many crashes, needs urgent updates.",0.2023
6041,Great customer support and easy to use.,0.8658
6047,"Excellent design, works smoothly.",0.5719
6052,"Good experience overall, but UI can improve.",0.7003
6053,"Affordable and reliable, worth it.",0.2263
6056,"Too many crashes, needs urgent updates.",0.2023
6058,"Good experience overall, but UI can improve.",0.7003
6059,"Average app, could use more features.",0.0
6061,"Very useful app, helped me a lot.",0.4927
6065,"Fantastic app, highly recommend!",0.7707
6073,Did not meet my expectations.,0.0
6079,Did not meet my expectations.,0.0
6083,"Excellent design, works smoothly.",0.5719
6085,"Good experience overall, but UI can improve.",0.7003
6090,"Very useful app, helped me a lot.",0.4927
6093,"Fantastic app, highly recommend!",0.7707
6095,"Good experience overall, but UI can improve.",0.7003
6096,"Not satisfied with performance, too many bugs.",-0.3252
6098,"Too many crashes, needs urgent updates.",0.2023
6105,"Very useful app, helped me a lot.",0.4927
6106,"Very useful app, helped me a lot.",0.4927
6117,"Excellent design, works smoothly.",0.5719
6118,"Fantastic app, highly recommend!",0.7707
6123,"Very useful app, helped me a lot.",0.4927
6128,"Very useful app, helped me a lot.",0.4927
6129,Did not meet my expectations.,0.0
6134,"Not satisfied with performance, too many bugs.",-0.3252
6136,"Average app, could use more features.",0.0
6137,"Not satisfied with performance, too many bugs.",-0.3252
6138,"Good experience overall, but UI can improve.",0.7003
6140,"Too many crashes, needs urgent updates.",0.2023
6141,Great customer support and easy to use.,0.8658
6144,"Very useful app, helped me a lot.",0.4927
6145,"Excellent design, works smoothly.",0.5719
6146,"Affordable and reliable, worth it.",0.2263
6149,"Not satisfied with performance, too many bugs.",-0.3252
6151,Great customer support and easy to use.,0.8658
6157,"Excellent design, works smoothly.",0.5719
6158,"Excellent design, works smoothly.",0.5719
6161,"Very useful app, helped me a lot.",0.4927
6162,"Good experience overall, but UI can improve.",0.7003
6165,Great customer support and easy to use.,0.8658
6166,Great customer support and easy to use.,0.8658
6169,"Affordable and reliable, worth it.",0.2263
6171,"Average app, could use more features.",0.0
6172,"Fantastic app, highly recommend!",0.7707
6175,"Too many crashes, needs urgent updates.",0.2023
6176,"Very useful app, helped me a lot.",0.4927
6180,"Average app, could use more features.",0.0
6184,"Very useful app, helped me a lot.",0.4927
6186,"Very useful app, helped me a lot.",0.4927
6190,"Good experience overall, but UI can improve.",0.7003
6193,"Very useful app, helped me a lot.",0.4927
6194,Did not meet my expectations.,0.0
6197,"Too many crashes, needs urgent updates.",0.2023
6207,"Very useful app, helped me a lot.",0.4927
6208,"Average app, could use more features.",0.0
6210,"Good experience overall, but UI can improve.",0.7003
6211,Did not meet my expectations.,0.0
6212,"Too many crashes, needs urgent updates.",0.2023
6214,"Very useful app, helped me a lot.",0.4927
6215,"Very useful app, helped me a lot.",0.4927
6219,"Affordable and reliable, worth it.",0.2263
6220,"Fantastic app, highly recommend!",0.7707
6221,Did not meet my expectations.,0.0
6227,"Excellent design, works smoothly.",0.5719
6231,"Good experience overall, but UI can improve.",0.7003
6232,Did not meet my expectations.,0.0
6233,"Not satisfied with performance, too many bugs.",-0.3252
6235,"Fantastic app, highly recommend!",0.7707
6241,Did not meet my expectations.,0.0
6244,"Too many crashes, needs urgent updates.",0.2023
6247,"Too many crashes, needs urgent updates.",0.2023
6249,"Fantastic app, highly recommend!",0.7707
6251,"Average app, could use more features.",0.0
6253,"Very useful app, helped me a lot.",0.4927
6258,Did not meet my expectations.,0.0
6260,"Fantastic app, highly recommend!",0.7707
6261,"Good experience overall, but UI can improve.",0.7003
6263,"Excellent design, works smoothly.",0.5719
6268,"Fantastic app, highly recommend!",0.7707
6269,"Average app, could use more features.",0.0
6273,"Good experience overall, but UI can improve.",0.7003
6280,"Good experience overall, but UI can improve.",0.7003
6281,"Good experience overall, but UI can improve.",0.7003
6282,"Affordable and reliable, worth it.",0.2263
6285,Did not meet my expectations.,0.0
6287,Great customer support and easy to use.,0.8658
6289,"Good experience overall, but UI can improve.",0.7003
6293,"Not satisfied with performance, too many bugs.",-0.3252
6298,"Excellent design, works smoothly.",0.5719
6299,"Fantastic app, highly recommend!",0.7707
6300,"Average app, could use more features.",0.0
6309,"Affordable and reliable, worth it.",0.2263
6310,"Not satisfied with performance, too many bugs.",-0.3252
6313,"Very useful app, helped me a lot.",0.4927
6314,"Fantastic app, highly recommend!",0.7707
6316,Did not meet my expectations.,0.0
6318,"Very useful app, helped me a lot.",0.4927
6320,"Very useful app, helped me a lot.",0.4927
6321,"Not satisfied with performance, too many bugs.",-0.3252
6325,"Too many crashes, needs urgent updates.",0.2023
6327,"Very useful app, helped me a lot.",0.4927
6328,"Excellent design, works smoothly.",0.5719
6331,Did not meet my expectations.,0.0
6332,Great customer support and easy to use.,0.8658
6333,"Too many crashes, needs urgent updates.",0.2023
6334,"Too many crashes, needs urgent updates.",0.2023
6344,"Fantastic app, highly recommend!",0.7707
6345,"Good experience overall, but UI can improve.",0.7003
6349,"Very useful app, helped me a lot.",0.4927
6358,"Affordable and reliable, worth it.",0.2263
6362,"Too many crashes, needs urgent updates.",0.2023
6364,"Fantastic app, highly recommend!",0.7707
6366,Did not meet my expectations.,0.0
6369,Great customer support and easy to use.,0.8658
6373,"Very useful app, helped me a lot.",0.4927
6376,Did not meet my expectations.,0.0
6380,Did not meet my expectations.,0.0
6381,"Average app, could use more features.",0.0
6392,Great customer support and easy to use.,0.8658
6393,"Average app, could use more features.",0.0
6396,"Not satisfied with performance, too many bugs.",-0.3252
6397,"Too many crashes, needs urgent updates.",0.2023
6398,"Not satisfied with performance, too many bugs.",-0.3252
6404,"Affordable and reliable, worth it.",0.2263
6407,"Too many crashes, needs urgent updates.",0.2023
6410,"Excellent design, works smoothly.",0.5719
6411,"Very useful app, helped me a lot.",0.4927
6414,"Not satisfied with performance, too many bugs.",-0.3252
6415,Great customer support and easy to use.,0.8658
6417,"Fantastic app, highly recommend!",0.7707
6418,"Fantastic app, highly recommend!",0.7707
6419,"Affordable and reliable, worth it.",0.2263
6423,Great customer support and easy to use.,0.8658
6426,"Affordable and reliable, worth it.",0.2263
6429,"Too many crashes, needs urgent updates.",0.2023
6434,"Fantastic app, highly recommend!",0.7707
6438,"Average app, could use more features.",0.0
6440,"Very useful app, helped me a lot.",0.4927
6443,"Not satisfied with performance, too many bugs.",-0.3252
6447,"Too many crashes, needs urgent updates.",0.2023
6451,"Fantastic app, highly recommend!",0.7707
6452,"Affordable and reliable, worth it.",0.2263
6455,"Average app, could use more features.",0.0
6457,"Average app, could use more features.",0.0
6459,"Fantastic app, highly recommend!",0.7707
6460,"Affordable and reliable, worth it.",0.2263
6462,Did not meet my expectations.,0.0
6463,"Too many crashes, needs urgent updates.",0.2023
6464,"Not satisfied with performance, too many bugs.",-0.3252
6465,"Very useful app, helped me a lot.",0.4927
6467,"Not satisfied with performance, too many bugs.",-0.3252
6468,"Affordable and reliable, worth it.",0.2263
6472,"Good experience overall, but UI can improve.",0.7003
6473,"Affordable and reliable, worth it.",0.2263
6474,"Good experience overall, but UI can improve.",0.7003
6475,"Affordable and reliable, worth it.",0.2263
6476,"Excellent design, works smoothly.",0.5719
6478,"Good experience overall, but UI can improve.",0.7003
6479,"Very useful app, helped me a lot.",0.4927
6480,"Average app, could use more features.",0.0
6481,"Not satisfied with performance, too many bugs.",-0.3252
6483,"Excellent design, works smoothly.",0.5719
6488,"Affordable and reliable, worth it.",0.2263
6495,"Good experience overall, but UI can improve.",0.7003
6497,Great customer support and easy to use.,0.8658
6498,"Excellent design, works smoothly.",0.5719
6500,Did not meet my expectations.,0.0
6506,"Good experience overall, but UI can improve.",0.7003
6508,"Not satisfied with performance, too many bugs.",-0.3252
6513,"Not satisfied with performance, too many bugs.",-0.3252
6515,Great customer support and easy to use.,0.8658
6516,Great customer support and easy to use.,0.8658
6520,"Very useful app, helped me a lot.",0.4927
6522,Did not meet my expectations.,0.0
6525,"Very useful app, helped me a lot.",0.4927
6527,"Good experience overall, but UI can improve.",0.7003
6530,Great customer support and easy to use.,0.8658
6531,"Affordable and reliable, worth it.",0.2263
6535,"Fantastic app, highly recommend!",0.7707
6540,"Good experience overall, but UI can improve.",0.7003
6541,"Good experience overall, but UI can improve.",0.7003
6543,Did not meet my expectations.,0.0
6545,Did not meet my expectations.,0.0
6547,"Average app, could use more features.",0.0
6550,"Not satisfied with performance, too many bugs.",-0.3252
6552,Great customer support and easy to use.,0.8658
6553,"Too many crashes, needs urgent updates.",0.2023
6558,"Good experience overall, but UI can improve.",0.7003
6565,Great customer support and easy to use.,0.8658
6568,Great customer support and easy to use.,0.8658
6569,"Not satisfied with performance, too many bugs.",-0.3252
6570,"Average app, could use more features.",0.0
6573,"Not satisfied with performance, too many bugs.",-0.3252
6578,"Too many crashes, needs urgent updates.",0.2023
6579,"Very useful app, helped me a lot.",0.4927
6583,"Excellent design, works smoothly.",0.5719
6587,"Average app, could use more features.",0.0
6590,"Fantastic app, highly recommend!",0.7707
6597,"Affordable and reliable, worth it.",0.2263
6601,"Average app, could use more features.",0.0
6602,Did not meet my expectations.,0.0
6604,"Excellent design, works smoothly.",0.5719
6606,"Too many crashes, needs urgent updates.",0.2023
6608,"Not satisfied with performance, too many bugs.",-0.3252
6609,Great customer support and easy to use.,0.8658
6611,"Good experience overall, but UI can improve.",0.7003
6613,Great customer support and easy to use.,0.8658
6615,"Average app, could use more features.",0.0
6619,"Affordable and reliable, worth it.",0.2263
6623,"Good experience overall, but UI can improve.",0.7003
6625,"Not satisfied with performance, too many bugs.",-0.3252
6627,Great customer support and easy to use.,0.8658
6628,"Very useful app, helped me a lot.",0.4927
6632,Great customer support and easy to use.,0.8658
6633,"Not satisfied with performance, too many bugs.",-0.3252
6634,"Not satisfied with performance, too many bugs.",-0.3252
6640,"Very useful app, helped me a lot.",0.4927
6642,"Excellent design, works smoothly.",0.5719
6643,"Not satisfied with performance, too many bugs.",-0.3252
6646,"Not satisfied with performance, too many bugs.",-0.3252
6647,"Affordable and reliable, worth it.",0.2263
6648,"Good experience overall, but UI can improve.",0.7003
6658,Did not meet my expectations.,0.0
6659,"Good experience overall, but UI can improve.",0.7003
6667,"Not satisfied with performance, too many bugs.",-0.3252
6670,"Not satisfied with performance, too many bugs.",-0.3252
6672,"Good experience overall, but UI can improve.",0.7003
6677,"Affordable and reliable, worth it.",0.2263
6679,"Very useful app, helped me a lot.",0.4927
6681,Did not meet my expectations.,0.0
6687,"Too many crashes, needs urgent updates.",0.2023
6688,"Affordable and reliable, worth it.",0.2263
6691,"Good experience overall, but UI can improve.",0.7003
6697,"Not satisfied with performance, too many bugs.",-0.3252
6700,"Too many crashes, needs urgent updates.",0.2023
6716,"Not satisfied with performance, too many bugs.",-0.3252
6719,"Average app, could use more features.",0.0
6722,"Average app, could use more features.",0.0
6723,"Not satisfied with performance, too many bugs.",-0.3252
6724,"Too many crashes, needs urgent updates.",0.2023
6729,"Fantastic app, highly recommend!",0.7707
6730,"Average app, could use more features.",0.0
6732,"Too many crashes, needs urgent updates.",0.2023
6734,"Very useful app, helped me a lot.",0.4927
6737,"Affordable and reliable, worth it.",0.2263
6742,"Fantastic app, highly recommend!",0.7707
6748,"Too many crashes, needs urgent updates.",0.2023
6749,"Excellent design, works smoothly.",0.5719
6752,Did not meet my expectations.,0.0
6753,"Very useful app, helped me a lot.",0.4927
6754,"Not satisfied with performance, too many bugs.",-0.3252
6761,"Average app, could use more features.",0.0
6762,"Not satisfied with performance, too many bugs.",-0.3252
6770,Did not meet my expectations.,0.0
6777,"Not satisfied with performance, too many bugs.",-0.3252
6782,"Too many crashes, needs urgent updates.",0.2023
6783,"Good experience overall, but UI can improve.",0.7003
6787,"Affordable and reliable, worth it.",0.2263
6793,"Very useful app, helped me a lot.",0.4927
6794,"Affordable and reliable, worth it.",0.2263
6795,"Good experience overall, but UI can improve.",0.7003
6797,"Not satisfied with performance, too many bugs.",-0.3252
6798,"Affordable and reliable, worth it.",0.2263
6805,"Fantastic app, highly recommend!",0.7707
6811,"Average app, could use more features.",0.0
6815,Great customer support and easy to use.,0.8658
6816,"Average app, could use more features.",0.0
6818,Did not meet my expectations.,0.0
6820,"Average app, could use more features.",0.0
6821,"Excellent design, works smoothly.",0.5719
6823,"Affordable and reliable, worth it.",0.2263
6831,Great customer support and easy to use.,0.8658
6834,Great customer support and easy to use.,0.8658
6836,Did not meet my expectations.,0.0
6837,"Very useful app, helped me a lot.",0.4927
6838,"Fantastic app, highly recommend!",0.7707
6839,"Fantastic app, highly recommend!",0.7707
6840,Did not meet my expectations.,0.0
6845,"Very useful app, helped me a lot.",0.4927
6846,"Good experience overall, but UI can improve.",0.7003
6851,"Fantastic app, highly recommend!",0.7707
6853,"Fantastic app, highly recommend!",0.7707
6856,Great customer support and easy to use.,0.8658
6858,Did not meet my expectations.,0.0
6861,"Excellent design, works smoothly.",0.5719
6862,"Not satisfied with performance, too many bugs.",-0.3252
6865,"Not satisfied with performance, too many bugs.",-0.3252
6873,Did not meet my expectations.,0.0
6874,"Too many crashes, needs urgent updates.",0.2023
6879,Did not meet my expectations.,0.0
6883,"Excellent design, works smoothly.",0.5719
6885,"Good experience overall, but UI can improve.",0.7003
6888,"Good experience overall, but UI can improve.",0.7003
6889,"Good experience overall, but UI can improve.",0.7003
6891,"Fantastic app, highly recommend!",0.7707
6893,"Too many crashes, needs urgent updates.",0.2023
6896,"Fantastic app, highly recommend!",0.7707
6905,"Too many crashes, needs urgent updates.",0.2023
6907,"Not satisfied with performance, too many bugs.",-0.3252
6910,Great customer support and easy to use.,0.8658
6911,"Fantastic app, highly recommend!",0.7707
6913,"Affordable and reliable, worth it.",0.2263
6925,"Good experience overall, but UI can improve.",0.7003
6930,"Too many crashes, needs urgent updates.",0.2023
6931,Great customer support and easy to use.,0.8658
6933,"Average app, could use more features.",0.0
6935,"Excellent design, works smoothly.",0.5719
6942,Great customer support and easy to use.,0.8658
6944,"Not satisfied with performance, too many bugs.",-0.3252
6945,"Average app, could use more features.",0.0
6946,"Good experience overall, but UI can improve.",0.7003
6947,"Not satisfied with performance, too many bugs.",-0.3252
6948,"Too many crashes, needs urgent updates.",0.2023
6951,"Fantastic app, highly recommend!",0.7707
6955,"Very useful app, helped me a lot.",0.4927
6956,"Good experience overall, but UI can improve.",0.7003
6957,"Very useful app, helped me a lot.",0.4927
6960,"Excellent design, works smoothly.",0.5719
6961,"Fantastic app, highly recommend!",0.7707
6963,"Excellent design, works smoothly.",0.5719
6967,"Good experience overall, but UI can improve.",0.7003
6969,"Affordable and reliable, worth it.",0.2263
6972,"Excellent design, works smoothly.",0.5719
6974,"Average app, could use more features.",0.0
6975,"Very useful app, helped me a lot.",0.4927
6976,Great customer support and easy to use.,0.8658
6978,"Average app, could use more features.",0.0
6980,"Fantastic app, highly recommend!",0.7707
6982,Did not meet my expectations.,0.0
6983,"Not satisfied with performance, too many bugs.",-0.3252
6989,"Good experience overall, but UI can improve.",0.7003
6997,"Very useful app, helped me a lot.",0.4927
6999,"Average app, could use more features.",0.0
7010,Great customer support and easy to use.,0.8658
7013,"Excellent design, works smoothly.",0.5719
7016,"Affordable and reliable, worth it.",0.2263
7018,"Very useful app, helped me a lot.",0.4927
7021,"Average app, could use more features.",0.0
7026,"Fantastic app, highly recommend!",0.7707
7030,"Affordable and reliable, worth it.",0.2263
7031,"Fantastic app, highly recommend!",0.7707
7032,"Not satisfied with performance, too many bugs.",-0.3252
7034,"Too many crashes, needs urgent updates.",0.2023
7035,"Excellent design, works smoothly.",0.5719
7036,"Excellent design, works smoothly.",0.5719
7041,"Good experience overall, but UI can improve.",0.7003
7042,"Fantastic app, highly recommend!",0.7707
7043,Great customer support and easy to use.,0.8658
7046,"Average app, could use more features.",0.0
7047,"Too many crashes, needs urgent updates.",0.2023
7049,Great customer support and easy to use.,0.8658
7050,"Affordable and reliable, worth it.",0.2263
7051,"Affordable and reliable, worth it.",0.2263
7053,"Very useful app, helped me a lot.",0.4927
7057,"Excellent design, works smoothly.",0.5719
7059,"Not satisfied with performance, too many bugs.",-0.3252
7063,"Too many crashes, needs urgent updates.",0.2023
7064,"Too many crashes, needs urgent updates.",0.2023
7066,"Excellent design, works smoothly.",0.5719
7068,"Affordable and reliable, worth it.",0.2263
7069,"Too many crashes, needs urgent updates.",0.2023
7071,Did not meet my expectations.,0.0
7072,"Fantastic app, highly recommend!",0.7707
7073,"Average app, could use more features.",0.0
7074,"Average app, could use more features.",0.0
7082,"Too many crashes, needs urgent updates.",0.2023
7084,Did not meet my expectations.,0.0
7090,Great customer support and easy to use.,0.8658
7095,"Not satisfied with performance, too many bugs.",-0.3252
7098,"Average app, could use more features.",0.0
7112,"Average app, could use more features.",0.0
7115,"Average app, could use more features.",0.0
7118,Great customer support and easy to use.,0.8658
7121,"Very useful app, helped me a lot.",0.4927
7125,"Very useful app, helped me a lot.",0.4927
7127,"Average app, could use more features.",0.0
7132,"Fantastic app, highly recommend!",0.7707
7133,"Good experience overall, but UI can improve.",0.7003
7134,"Fantastic app, highly recommend!",0.7707
7137,"Fantastic app, highly recommend!",0.7707
7145,"Affordable and reliable, worth it.",0.2263
7146,Great customer support and easy to use.,0.8658
7149,Did not meet my expectations.,0.0
7150,Did not meet my expectations.,0.0
7154,"Excellent design, works smoothly.",0.5719
7158,"Affordable and reliable, worth it.",0.2263
7159,Great customer support and easy to use.,0.8658
7161,"Average app, could use more features.",0.0
7162,"Excellent design, works smoothly.",0.5719
7166,Did not meet my expectations.,0.0
7167,"Average app, could use more features.",0.0
7168,"Excellent design, works smoothly.",0.5719
7170,"Not satisfied with performance, too many bugs.",-0.3252
7171,"Fantastic app, highly recommend!",0.7707
7175,"Average app, could use more features.",0.0
7177,Great customer support and easy to use.,0.8658
7178,Did not meet my expectations.,0.0
7179,"Affordable and reliable, worth it.",0.2263
7185,Great customer support and easy to use.,0.8658
7192,Great customer support and easy to use.,0.8658
7198,"Affordable and reliable, worth it.",0.2263
7200,"Not satisfied with performance, too many bugs.",-0.3252
7201,"Average app, could use more features.",0.0
7202,Great customer support and easy to use.,0.8658
7204,"Excellent design, works smoothly.",0.5719
7206,Did not meet my expectations.,0.0
7208,Did not meet my expectations.,0.0
7211,"Good experience overall, but UI can improve.",0.7003
7212,"Excellent design, works smoothly.",0.5719
7218,"Good experience overall, but UI can improve.",0.7003
7219,"Too many crashes, needs urgent updates.",0.2023
7220,"Average app, could use more features.",0.0
7225,"Not satisfied with performance, too many bugs.",-0.3252
7227,Great customer support and easy to use.,0.8658
7231,"Fantastic app, highly recommend!",0.7707
7239,"Good experience overall, but UI can improve.",0.7003
7242,Did not meet my expectations.,0.0
7243,"Too many crashes, needs urgent updates.",0.2023
7244,"Average app, could use more features.",0.0
7247,"Good experience overall, but UI can improve.",0.7003
7253,"Excellent design, works smoothly.",0.5719
7254,"Not satisfied with performance, too many bugs.",-0.3252
7255,Great customer support and easy to use.,0.8658
7258,"Excellent design, works smoothly.",0.5719
7260,"Too many crashes, needs urgent updates.",0.2023
7261,Did not meet my expectations.,0.0
7264,"Average app, could use more features.",0.0
7266,"Average app, could use more features.",0.0
7267,Great customer support and easy to use.,0.8658
7273,"Very useful app, helped me a lot.",0.4927
7275,"Not satisfied with performance, too many bugs.",-0.3252
7276,Great customer support and easy to use.,0.8658
7279,"Fantastic app, highly recommend!",0.7707
7280,Did not meet my expectations.,0.0
7287,"Very useful app, helped me a lot.",0.4927
7288,"Good experience overall, but UI can improve.",0.7003
7293,Did not meet my expectations.,0.0
7295,"Excellent design, works smoothly.",0.5719
7297,"Average app, could use more features.",0.0
7300,"Average app, could use more features.",0.0
7301,"Too many crashes, needs urgent updates.",0.2023
7302,Great customer support and easy to use.,0.8658
7303,"Too many crashes, needs urgent updates.",0.2023
7304,"Fantastic app, highly recommend!",0.7707
7309,"Very useful app, helped me a lot.",0.4927
7311,"Good experience overall, but UI can improve.",0.7003
7315,Great customer support and easy to use.,0.8658
7316,"Too many crashes, needs urgent updates.",0.2023
7321,"Good experience overall, but UI can improve.",0.7003
7323,"Too many crashes, needs urgent updates.",0.2023
7324,"Fantastic app, highly recommend!",0.7707
7327,Great customer support and easy to use.,0.8658
7329,"Not satisfied with performance, too many bugs.",-0.3252
7333,"Too many crashes, needs urgent updates.",0.2023
7336,"Too many crashes, needs urgent updates.",0.2023
7339,"Very useful app, helped me a lot.",0.4927
7344,"Too many crashes, needs urgent updates.",0.2023
7348,Great customer support and easy to use.,0.8658
7360,"Too many crashes, needs urgent updates.",0.2023
7362,Did not meet my expectations.,0.0
7370,"Too many crashes, needs urgent updates.",0.2023
7374,"Fantastic app, highly recommend!",0.7707
7377,Great customer support and easy to use.,0.8658
7382,"Too many crashes, needs urgent updates.",0.2023
7383,"Not satisfied with performance, too many bugs.",-0.3252
7384,"Fantastic app, highly recommend!",0.7707
7387,"Not satisfied with performance, too many bugs.",-0.3252
7390,"Average app, could use more features.",0.0
7391,"Good experience overall, but UI can improve.",0.7003
7393,"Average app, could use more features.",0.0
7397,"Not satisfied with performance, too many bugs.",-0.3252
7399,"Not satisfied with performance, too many bugs.",-0.3252
7402,Great customer support and easy to use.,0.8658
7410,"Very useful app, helped me a lot.",0.4927
7414,Great customer support and easy to use.,0.8658
7425,"Very useful app, helped me a lot.",0.4927
7427,"Excellent design, works smoothly.",0.5719
7432,"Very useful app, helped me a lot.",0.4927
7436,Great customer support and easy to use.,0.8658
7438,"Too many crashes, needs urgent updates.",0.2023
7439,"Excellent design, works smoothly.",0.5719
7440,Great customer support and easy to use.,0.8658
7442,"Very useful app, helped me a lot.",0.4927
7449,"Not satisfied with performance, too many bugs.",-0.3252
7450,Great customer support and easy to use.,0.8658
7454,"Too many crashes, needs urgent updates.",0.2023
7455,"Fantastic app, highly recommend!",0.7707
7457,Great customer support and easy to use.,0.8658
7461,"Fantastic app, highly recommend!",0.7707
7462,Did not meet my expectations.,0.0
7463,Great customer support and easy to use.,0.8658
7464,"Fantastic app, highly recommend!",0.7707
7469,"Affordable and reliable, worth it.",0.2263
7470,"Not satisfied with performance, too many bugs.",-0.3252
7472,"Too many crashes, needs urgent updates.",0.2023
7473,"Not satisfied with performance, too many bugs.",-0.3252
7475,"Affordable and reliable, worth it.",0.2263
7476,"Not satisfied with performance, too many bugs.",-0.3252
7477,"Not satisfied with performance, too many bugs.",-0.3252
7478,"Affordable and reliable, worth it.",0.2263
7481,"Very useful app, helped me a lot.",0.4927
7487,"Average app, could use more features.",0.0
7488,"Fantastic app, highly recommend!",0.7707
7489,"Good experience overall, but UI can improve.",0.7003
7492,"Affordable and reliable, worth it.",0.2263
7493,"Average app, could use more features.",0.0
7495,"Fantastic app, highly recommend!",0.7707
7496,"Fantastic app, highly recommend!",0.7707
7497,"Affordable and reliable, worth it.",0.2263
7498,"Fantastic app, highly recommend!",0.7707
7501,Did not meet my expectations.,0.0
7502,"Very useful app, helped me a lot.",0.4927
7505,Did not meet my expectations.,0.0
7513,"Excellent design, works smoothly.",0.5719
7515,"Good experience overall, but UI can improve.",0.7003
7519,"Fantastic app, highly recommend!",0.7707
7521,"Fantastic app, highly recommend!",0.7707
7533,"Excellent design, works smoothly.",0.5719
7547,"Very useful app, helped me a lot.",0.4927
7548,"Average app, could use more features.",0.0
7550,"Very useful app, helped me a lot.",0.4927
7552,"Average app, could use more features.",0.0
7554,Did not meet my expectations.,0.0
7555,"Affordable and reliable, worth it.",0.2263
7557,Great customer support and easy to use.,0.8658
7561,"Fantastic app, highly recommend!",0.7707
7562,"Not satisfied with performance, too many bugs.",-0.3252
7568,Did not meet my expectations.,0.0
7574,Great customer support and easy to use.,0.8658
7577,"Very useful app, helped me a lot.",0.4927
7586,"Excellent design, works smoothly.",0.5719
7590,"Fantastic app, highly recommend!",0.7707
7591,"Affordable and reliable, worth it.",0.2263
7592,"Very useful app, helped me a lot.",0.4927
7594,"Good experience overall, but UI can improve.",0.7003
7598,"Too many crashes, needs urgent updates.",0.2023
7601,Great customer support and easy to use.,0.8658
7604,Did not meet my expectations.,0.0
7606,"Average app, could use more features.",0.0
7607,"Fantastic app, highly recommend!",0.7707
7609,"Too many crashes, needs urgent updates.",0.2023
7614,Did not meet my expectations.,0.0
7616,"Not satisfied with performance, too many bugs.",-0.3252
7619,Did not meet my expectations.,0.0
7622,Great customer support and easy to use.,0.8658
7623,Did not meet my expectations.,0.0
7629,"Not satisfied with performance, too many bugs.",-0.3252
7632,"Very useful app, helped me a lot.",0.4927
7635,"Fantastic app, highly recommend!",0.7707
7637,"Affordable and reliable, worth it.",0.2263
7638,"Fantastic app, highly recommend!",0.7707
7640,"Excellent design, works smoothly.",0.5719
7650,"Too many crashes, needs urgent updates.",0.2023
7651,Did not meet my expectations.,0.0
7652,"Good experience overall, but UI can improve.",0.7003
7653,"Excellent design, works smoothly.",0.5719
7672,"Not satisfied with performance, too many bugs.",-0.3252
7673,"Average app, could use more features.",0.0
7676,"Excellent design, works smoothly.",0.5719
7677,"Affordable and reliable, worth it.",0.2263
7678,"Average app, could use more features.",0.0
7683,"Very useful app, helped me a lot.",0.4927
7684,Great customer support and easy to use.,0.8658
7688,"Not satisfied with performance, too many bugs.",-0.3252
7695,"Very useful app, helped me a lot.",0.4927
7696,"Not satisfied with performance, too many bugs.",-0.3252
7698,"Too many crashes, needs urgent updates.",0.2023
7701,"Good experience overall, but UI can improve.",0.7003
7705,"Very useful app, helped me a lot.",0.4927
7706,"Average app, could use more features.",0.0
